1154032,3,0
1151042,3.5,1
1151041,3.5,1
1154001,4.5,0
1153005,4.5,0
1122009,4.5,0
1143056,4.5,0
1111085,4.5,0
1151040,4.5,0
1151048,3.5,1
1111044,3,0
1132097,4.5,0
1121025,4.5,0
1124043,3,3
1137014,2.5,2
1137013,2.5,2
1151047,4.5,3
1131022,4.5,0
1136006,4.5,0
1111079,4.5,0
1113078,4.5,0
1123040,4.5,0
1123041,4.5,0
1131070,4.5,0
1124001,4.5,0
1124003,4.5,0
1151049,4.5,0
1112013,4.5,0
1145056,4.5,0
1122014,4.5,0
1122015,4.5,0
1136013,4.5,0
1136011,4.5,0
1145031,3,0
1154042,3.5,1
1124045,3,3
1142039,4.5,0
1145052,3,0
1112005,4.5,3
1112043,3.5,4
1112029,3,3
1112041,6,0
1143052,1.5,3
1133061,3,3
1111013,4.5,0
1111081,4.5,0
1133002,4.5,0
1133016,4.5,0
1154043,3.5,1
1123043,4.5,0
1132091,4.5,0
1143053,3,0
1121037,6,0
1121043,4.5,3
1112030,4.5,0
1111043,4.5,0
1123044,4.5,0
1143033,3,0
1143057,4.5,0
1132092,4.5,0
1113099,1.5,3
1137008,4.5,0
1154016,4.5,0
1113084,4.5,0
1113086,3,0
1143035,3,0
1154039,3,0
1154038,3,0
1143042,4.5,0
1135062,4.5,0
1135080,4.5,0
1132086,4.5,0
1113069,4.5,0
1136007,3,0
1111091,4.5,0
1123052,4.5,0
1144029,4.5,0
1113096,4.5,0
1121038,4.5,0
1145068,4.5,3
1111048,4.5,0
1136012,4.5,0
1151051,4.5,0
1134003,4.5,0
1134002,4.5,0
1111090,4.5,0
1153006,4.5,0
1145054,4.5,0
1142037,4.5,0
1132031,3,3
1144030,4.5,0
1131062,4.5,0
1137015,4.5,0
1111083,4.5,0
1123055,4.5,0
1111078,0,4
1100037,3,0
1122016,4.5,0
1112042,3.5,4
1100038,3,0
1112017,4.5,0
1152001,4.5,0
1152002,4.5,0
1113079,0,3
1123045,0,3
1123046,0,3
1131071,0,3
1124005,0,3
1124048,0,3
1145057,0,3
1122017,0,3
1122032,0,3
1142038,0,3
1124049,0,3
1145076,0,3
1133003,0,3
1123048,0,3
1121040,0,6
1111094,0,3
1131060,0,3
1123034,0,3
1113087,0,3
1154041,0,3
1154040,0,3
1113070,4.5,0
1145069,0,3
1111088,0,3
1111087,0,3
1144012,0,3
1134004,0,3
1145055,0,3
1123056,0,3
1122018,0,3
1131076,0,3
1133009,0,3
1142025,0,3
1145078,0,3
1145064,0,3
1146041,0,3
1113077,0,6
1121061,0,3
1111092,0,3
1137009,0,6
1145072,0,3
1145061,0,3
1137010,0,6
1145070,0,3
1151072,0,3
1113073,0,3
1113048,0,3
1113050,0,3
1113019,0,3
1113021,0,3
1113085,0,3
1121032,0,3
1121033,0,3
1123053,0,3
1132064,0,3
1132065,0,3
1131073,0,3
1145075,0,6
1111069,0,3
1111093,0,3
1135097,4.5,0
1112034,4.5,0
1154044,3.5,1
1112022,3,0
1136010,4.5,0
1112015,4.5,0
1112033,4.5,0
1133060,4.5,0
1132001,4.5,0
1145062,3,0
1142006,4.5,0
1142024,4.5,0
1111019,4.5,0
1133048,2,2
1145001,0,6
1145077,3,0
1145063,4.5,0
1146026,4.5,0
1145065,3,0
1146039,4.5,0
1145066,4.5,0
1133049,3,0
1113082,4.5,0
1123021,3,3
1124052,3,3
1121060,4.5,0
1131072,4.5,0
1131075,3,0
1151039,2.5,2
1135056,4.5,0
1154002,4.5,0
1145071,3,0
1154031,4.5,0
1143055,4.5,0
1142040,4.5,0
1145060,4.5,0
1153001,4.5,0
1122012,3,3
1135088,4.5,0
1145073,4.5,0
1133014,4.5,0
1133019,4.5,0
1132056,4.5,0
1132057,4.5,0
1135089,4.5,0
1137019,4.5,0
1151038,2.5,2
1151044,3.5,1
1151076,2.5,2
1137007,4.5,0
1131081,4.5,0
1100111,0,18
1100112,0,18
1100115,0,18
1100114,0,18
1100113,0,18
1100116,0,18
1100117,0,18
1100118,0,18
1100119,0,18
1100120,0,18
1113095,4.5,0
1113047,4.5,0
1113049,4.5,0
1113018,4.5,0
1113024,4.5,0
1122025,4.5,0
1137012,4.5,0
1137011,4.5,0
1100041,3,0
1154045,3.5,1
1100101,1.5,0
1100102,1.5,0
1100105,1.5,0
1100104,1.5,0
1100103,1.5,0
1100106,1.5,0
1100107,1.5,0
1100108,1.5,0
1100109,1.5,0
1100110,1.5,0
1137002,3,3
1131086,4.5,0
1121034,4.5,0
1151046,3,3
1151018,4.5,0
1136009,0,9
1136008,0,9
1100096,1.5,3
1142020,0,6
1136014,0,9
1100040,1.5,3
1137004,0,3
1133015,0,3
1133020,0,3
1136015,0,9
1132096,0,6
1124050,4.5,0
1131059,4.5,0
1113046,3,0
1137006,4.5,0
1145053,3,0
1145059,3,0
1142042,4.5,3
1145079,0,40
1132026,4.5,0
1132040,4.5,0
1137005,4.5,0
1145058,3,3
1112040,4.5,0
1131074,4.5,0
1146040,6,0
1131021,4.5,0
1113053,0,6
1112016,3,0
1111055,4.5,0
